2015-11-18 00:02:50 113.87.112.11   browse   danmaku.us Bilibili2.1022 "" "Mozilla/5.0 (Linux; Android 4.4.4; M463C Build/KTU84P) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/33.0.0.0 Mobile Safari/537.36"
2015-11-18 14:21:03 61.135.190.223  browse   danmaku.us . "http://www.baidu.com/s?wd=%B5%AF%C4%BB%DA%A3%7E%C9%D9%D7%B3%B2%BB%C5%AC%C1%A6%2C%D2%BB%C9%FA%D4%DA%C4%DA%B5%D8%7E%7CMain/HomePage" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36"
2015-11-18 14:21:15 46.229.164.98   browse   danmaku.us Acfun2.1047 "" "Mozilla/5.0 (compatible; SemrushBot/0.99~bl; +http://www.semrush.com/bot.html)"
2015-11-18 14:21:20 39.187.166.187  browse   danmaku.us Acfun2.1078 "http://danmaku.us/Acfun2/1078" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:42.0) Gecko/20100101 Firefox/42.0"
2015-11-18 14:21:22 39.187.166.187  browse   danmaku.us Main.HomePage "http://danmaku.us/static/players/player1_old.swf" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:42.0) Gecko/20100101 Firefox/42.0"
2015-11-18 14:21:22 39.187.166.187  browse   danmaku.us Main.HomePage "http://danmaku.us/static/players/player1_old.swf" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:42.0) Gecko/20100101 Firefox/42.0"
2015-11-18 14:21:27 39.187.166.187  browse   danmaku.us Acfun2.1078 "http://danmaku.us/Acfun2/1078?Player=acold" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:42.0) Gecko/20100101 Firefox/42.0"
2015-11-18 14:21:29 39.187.166.187  browse   danmaku.us Main.HomePage "http://danmaku.us/static/players/player1_20110209.swf" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:42.0) Gecko/20100101 Firefox/42.0"
2015-11-18 14:21:29 39.187.166.187  browse   danmaku.us Main.HomePage "http://danmaku.us/static/players/player1_20110209.swf" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:42.0) Gecko/20100101 Firefox/42.0"
2015-11-18 14:21:29 39.187.166.187  browse   danmaku.us Main.HomePage "http://danmaku.us/static/players/player1_20110209.swf" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:42.0) Gecko/20100101 Firefox/42.0"
2015-11-18 14:21:50 39.187.166.187  browse   danmaku.us Acfun2.1078 "http://danmaku.us/Acfun2/1078?Player=ac20110209" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:42.0) Gecko/20100101 Firefox/42.0"
2015-11-18 14:21:54 39.187.166.187  browse   danmaku.us Main.HomePage "http://danmaku.us/static/players/mukioplayer.swf" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:42.0) Gecko/20100101 Firefox/42.0"
2015-11-18 14:22:06 39.187.166.187  browse   danmaku.us . "http://danmaku.us/Acfun2/1078?Part=3" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:42.0) Gecko/20100101 Firefox/42.0"
2015-11-18 14:23:13 39.187.166.187  browse   danmaku.us Acfun2.1204 "http://danmaku.us/Acfun2/HomePage" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:42.0) Gecko/20100101 Firefox/42.0"
2015-11-18 14:23:16 39.187.166.187  browse   danmaku.us Main.HomePage "http://danmaku.us/static/players/mukioplayer.swf" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:42.0) Gecko/20100101 Firefox/42.0"
2015-11-18 14:23:50 46.229.164.98   browse   danmaku.us Acfun2.1059 "" "Mozilla/5.0 (compatible; SemrushBot/0.99~bl; +http://www.semrush.com/bot.html)"
2015-11-18 14:24:38 66.249.69.62    browse   danmaku.us Acfun2.1029 "" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
2015-11-18 14:26:36 46.229.164.98   diff     danmaku.us Category.黑屏 "" "Mozilla/5.0 (compatible; SemrushBot/0.99~bl; +http://www.semrush.com/bot.html)"
2015-11-18 14:28:28 66.249.69.70    browse   danmaku.us Acfun2.1029 "" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
2015-11-18 14:29:41 46.229.164.98   print    danmaku.us Acfun2.1009 "" "Mozilla/5.0 (compatible; SemrushBot/0.99~bl; +http://www.semrush.com/bot.html)"
2015-11-18 14:31:32 46.229.164.99   diff     danmaku.us Bilibili2.1115 "" "Mozilla/5.0 (compatible; SemrushBot/0.99~bl; +http://www.semrush.com/bot.html)"
2015-11-18 14:32:45 46.229.164.98   browse   danmaku.us Main.HomePage "" "Mozilla/5.0 (compatible; SemrushBot/0.99~bl; +http://www.semrush.com/bot.html)"
2015-11-18 14:33:09 61.135.190.221  browse   danmaku.us Bilibili2.1102 "http://www.baidu.com/s?wd=%B5%AF%C4%BB%DA%A3%7E%C9%D9%D7%B3%B2%BB%C5%AC%C1%A6%2C%D2%BB%C9%FA%D4%DA%C4%DA%B5%D8%7E%7CBilibili2/%A1%BEBadApple%21%21%A1%BF%BB%B9%D3%D0%CA%B2%C3%B4%BF%C9%D2%D4%D7%E8%D6%B9%B0%A2%C8%FD" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36"
2015-11-18 14:34:27 46.229.164.98   print    danmaku.us PmWiki.WikiStyleExamples "" "Mozilla/5.0 (compatible; SemrushBot/0.99~bl; +http://www.semrush.com/bot.html)"
2015-11-18 14:36:49 46.229.164.98   browse   danmaku.us Acfun2.1118 "" "Mozilla/5.0 (compatible; SemrushBot/0.99~bl; +http://www.semrush.com/bot.html)"
2015-11-18 14:38:24 46.229.164.98   browse   danmaku.us Bilibili2.1026 "" "Mozilla/5.0 (compatible; SemrushBot/0.99~bl; +http://www.semrush.com/bot.html)"
2015-11-18 14:40:51 46.229.164.98   login    danmaku.us Acfun2.1051 "" "Mozilla/5.0 (compatible; SemrushBot/0.99~bl; +http://www.semrush.com/bot.html)"
2015-11-18 14:41:22 192.187.126.164 browse   danmaku.us Main.HomePage "" "compatible;Baiduspider/2.0; +http://www.baidu.com/search/spider.html"
2015-11-18 14:43:05 46.229.164.98   login    danmaku.us AcfunN1.1001 "" "Mozilla/5.0 (compatible; SemrushBot/0.99~bl; +http://www.semrush.com/bot.html)"
2015-11-18 14:45:57 46.229.164.98   diff     danmaku.us Acfun2.1155 "" "Mozilla/5.0 (compatible; SemrushBot/0.99~bl; +http://www.semrush.com/bot.html)"
2015-11-18 14:47:17 46.229.164.98   diff     danmaku.us Bilibili2.1048 "" "Mozilla/5.0 (compatible; SemrushBot/0.99~bl; +http://www.semrush.com/bot.html)"
2015-11-18 14:50:05 46.229.164.98   edit     danmaku.us Profiles.Kpx "" "Mozilla/5.0 (compatible; SemrushBot/0.99~bl; +http://www.semrush.com/bot.html)"
2015-11-18 14:52:42 46.229.164.98   diff     danmaku.us Bilibili2.1070 "" "Mozilla/5.0 (compatible; SemrushBot/0.99~bl; +http://www.semrush.com/bot.html)"
2015-11-18 14:52:51 175.144.233.206 browse   direct.danmaku.us Main.HomePage "http://direct.danmaku.us/uploads/Main" "Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.1; WOW64; Trident/7.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; .NET4.0C; .NET4.0E; InfoPath.3; GWX:DOWNLOADED; Creative AutoUpdate v1.41.09)"
2015-11-18 14:55:36 46.229.164.98   diff     danmaku.us Bilibili2.1110 "" "Mozilla/5.0 (compatible; SemrushBot/0.99~bl; +http://www.semrush.com/bot.html)"
2015-11-18 14:57:20 46.229.164.98   browse   danmaku.us Acfun2.1151 "" "Mozilla/5.0 (compatible; SemrushBot/0.99~bl; +http://www.semrush.com/bot.html)"
2015-11-18 14:59:37 46.229.164.98   diff     danmaku.us Acfun2.1189 "" "Mozilla/5.0 (compatible; SemrushBot/0.99~bl; +http://www.semrush.com/bot.html)"
2015-11-18 15:02:12 46.229.164.98   diff     danmaku.us Cookbook.Cookbook "" "Mozilla/5.0 (compatible; SemrushBot/0.99~bl; +http://www.semrush.com/bot.html)"
2015-11-18 15:04:24 46.229.164.98   diff     danmaku.us Bilibili2.1074 "" "Mozilla/5.0 (compatible; SemrushBot/0.99~bl; +http://www.semrush.com/bot.html)"
2015-11-18 15:06:39 46.229.164.98   print    danmaku.us Acfun2.1130 "" "Mozilla/5.0 (compatible; SemrushBot/0.99~bl; +http://www.semrush.com/bot.html)"
2015-11-18 15:09:19 46.229.164.98   browse   danmaku.us Main.HomePage "" "Mozilla/5.0 (compatible; SemrushBot/0.99~bl; +http://www.semrush.com/bot.html)"
2015-11-18 15:11:19 46.229.164.98   browse   danmaku.us Acfun2.1139 "" "Mozilla/5.0 (compatible; SemrushBot/0.99~bl; +http://www.semrush.com/bot.html)"
2015-11-18 15:12:08 175.144.233.206 browse   danmaku.us Main.HomePage "http://danmaku.us/pmfun/uploads/Main" "Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.1; WOW64; Trident/7.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; .NET4.0C; .NET4.0E; InfoPath.3; GWX:DOWNLOADED; Creative AutoUpdate v1.41.09)"
2015-11-18 15:12:09 175.144.233.206 browse   danmaku.us Main.HomePage "http://danmaku.us/pmfun/uploads/Main" "Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.1; WOW64; Trident/7.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; .NET4.0C; .NET4.0E; InfoPath.3; GWX:DOWNLOADED; Creative AutoUpdate v1.41.09)"
2015-11-18 15:12:11 175.144.233.206 browse   danmaku.us Main.HomePage "http://danmaku.us/pmfun/uploads/Main" "Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.1; WOW64; Trident/7.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; .NET4.0C; .NET4.0E; InfoPath.3; GWX:DOWNLOADED; Creative AutoUpdate v1.41.09)"
2015-11-18 15:12:12 175.144.233.206 browse   danmaku.us Main.HomePage "" "Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.1; WOW64; Trident/7.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; .NET4.0C; .NET4.0E; InfoPath.3; GWX:DOWNLOADED; Creative AutoUpdate v1.41.09)"
2015-11-18 15:12:13 175.144.233.206 browse   danmaku.us Main.HomePage "" "Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.1; WOW64; Trident/7.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; .NET4.0C; .NET4.0E; InfoPath.3; GWX:DOWNLOADED; Creative AutoUpdate v1.41.09)"
2015-11-18 15:12:15 175.144.233.206 browse   danmaku.us Main.HomePage "http://danmaku.us/pmfun/uploads/Main" "Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.1; WOW64; Trident/7.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; .NET4.0C; .NET4.0E; InfoPath.3; GWX:DOWNLOADED; Creative AutoUpdate v1.41.09)"
2015-11-18 15:12:16 175.144.233.206 browse   danmaku.us Main.HomePage "http://danmaku.us/pmfun/uploads/Main" "Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.1; WOW64; Trident/7.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; .NET4.0C; .NET4.0E; InfoPath.3; GWX:DOWNLOADED; Creative AutoUpdate v1.41.09)"
2015-11-18 15:13:38 46.229.164.98   diff     danmaku.us Category.GroupFooter "" "Mozilla/5.0 (compatible; SemrushBot/0.99~bl; +http://www.semrush.com/bot.html)"
2015-11-18 15:15:50 46.229.164.98   edit     danmaku.us Main.FNQ "" "Mozilla/5.0 (compatible; SemrushBot/0.99~bl; +http://www.semrush.com/bot.html)"
2015-11-18 15:18:04 46.229.164.98   edit     danmaku.us Acfun2.1090 "" "Mozilla/5.0 (compatible; SemrushBot/0.99~bl; +http://www.semrush.com/bot.html)"
2015-11-18 15:20:22 46.229.164.98   diff     danmaku.us Main.GroupHeader "" "Mozilla/5.0 (compatible; SemrushBot/0.99~bl; +http://www.semrush.com/bot.html)"
2015-11-18 15:23:09 46.229.164.98   browse   danmaku.us Acfun2.1126 "" "Mozilla/5.0 (compatible; SemrushBot/0.99~bl; +http://www.semrush.com/bot.html)"
2015-11-18 15:25:04 46.229.164.98   browse   danmaku.us Acfun2.1055 "" "Mozilla/5.0 (compatible; SemrushBot/0.99~bl; +http://www.semrush.com/bot.html)"
2015-11-18 15:29:50 46.229.164.98   edit     danmaku.us Acfun2.1107 "" "Mozilla/5.0 (compatible; SemrushBot/0.99~bl; +http://www.semrush.com/bot.html)"
2015-11-18 15:32:14 46.229.164.98   browse   danmaku.us Main.HomePage "" "Mozilla/5.0 (compatible; SemrushBot/0.99~bl; +http://www.semrush.com/bot.html)"
2015-11-18 15:34:32 46.229.164.98   diff     danmaku.us Acfun2.HomePage "" "Mozilla/5.0 (compatible; SemrushBot/0.99~bl; +http://www.semrush.com/bot.html)"
2015-11-18 15:36:53 46.229.164.98   browse   danmaku.us Acfun2.1137 "" "Mozilla/5.0 (compatible; SemrushBot/0.99~bl; +http://www.semrush.com/bot.html)"
2015-11-18 15:39:31 46.229.164.98   browse   danmaku.us PmWiki.WikiStructure "" "Mozilla/5.0 (compatible; SemrushBot/0.99~bl; +http://www.semrush.com/bot.html)"
2015-11-18 15:41:30 46.229.164.98   edit     danmaku.us Acfun2.1066 "" "Mozilla/5.0 (compatible; SemrushBot/0.99~bl; +http://www.semrush.com/bot.html)"
2015-11-18 15:43:55 46.229.164.98   edit     danmaku.us Bilibili2.1011 "" "Mozilla/5.0 (compatible; SemrushBot/0.99~bl; +http://www.semrush.com/bot.html)"
2015-11-18 15:46:36 46.229.164.98   diff     danmaku.us Queue.1302701558 "" "Mozilla/5.0 (compatible; SemrushBot/0.99~bl; +http://www.semrush.com/bot.html)"
2015-11-18 15:47:45 46.229.164.99   edit     danmaku.us Acfun2.1108 "" "Mozilla/5.0 (compatible; SemrushBot/0.99~bl; +http://www.semrush.com/bot.html)"
2015-11-18 15:49:03 46.229.164.99   login    danmaku.us Bilibili2.1065 "" "Mozilla/5.0 (compatible; SemrushBot/0.99~bl; +http://www.semrush.com/bot.html)"
2015-11-18 15:50:24 46.229.164.99   diff     danmaku.us Acfun2.1082 "" "Mozilla/5.0 (compatible; SemrushBot/0.99~bl; +http://www.semrush.com/bot.html)"
2015-11-18 15:52:19 46.229.164.99   print    danmaku.us Bilibili2.DMFWhite "" "Mozilla/5.0 (compatible; SemrushBot/0.99~bl; +http://www.semrush.com/bot.html)"
2015-11-18 15:54:41 61.189.41.110   browse   danmaku.us Main.HomePage "http://danmaku.us/uploads/Main" "Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; Trident/4.0; .NET CLR 2.0.50727; CIBA)"
2015-11-18 15:54:43 61.189.41.110   browse   danmaku.us Main.HomePage "http://danmaku.us/uploads/Main" "Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; Trident/4.0; .NET CLR 2.0.50727; CIBA)"
2015-11-18 15:54:44 61.189.41.110   browse   danmaku.us Main.HomePage "http://danmaku.us/uploads/Main" "Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; Trident/4.0; .NET CLR 2.0.50727; CIBA)"
2015-11-18 15:54:46 61.189.41.110   browse   danmaku.us Main.HomePage "" "Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; Trident/4.0; .NET CLR 2.0.50727; CIBA)"
2015-11-18 15:54:48 61.189.41.110   browse   danmaku.us Main.HomePage "" "Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; Trident/4.0; .NET CLR 2.0.50727; CIBA)"
2015-11-18 15:54:49 61.189.41.110   browse   danmaku.us Main.HomePage "http://danmaku.us/uploads/Main" "Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; Trident/4.0; .NET CLR 2.0.50727; CIBA)"
2015-11-18 15:54:51 61.189.41.110   browse   danmaku.us Main.HomePage "http://danmaku.us/uploads/Main" "Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; Trident/4.0; .NET CLR 2.0.50727; CIBA)"
2015-11-18 15:56:15 46.229.164.99   browse   danmaku.us Acfun2.1021 "" "Mozilla/5.0 (compatible; SemrushBot/0.99~bl; +http://www.semrush.com/bot.html)"
2015-11-18 15:59:30 46.229.164.99   edit     danmaku.us SiteAdmin.ApprovedUrls "" "Mozilla/5.0 (compatible; SemrushBot/0.99~bl; +http://www.semrush.com/bot.html)"
2015-11-18 16:02:43 46.229.164.99   print    danmaku.us Bilibili2.1104 "" "Mozilla/5.0 (compatible; SemrushBot/0.99~bl; +http://www.semrush.com/bot.html)"
2015-11-18 16:04:34 111.161.114.228 browse   danmaku.us Bilibili2.1022 "" "Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Maxthon/4.4.6.2000 Chrome/30.0.1599.101 Safari/537.36"
2015-11-18 16:06:29 46.229.164.99   edit     danmaku.us Site.SideBar "" "Mozilla/5.0 (compatible; SemrushBot/0.99~bl; +http://www.semrush.com/bot.html)"
2015-11-18 16:15:33 46.229.164.99   browse   danmaku.us Acfun2.1053 "" "Mozilla/5.0 (compatible; SemrushBot/0.99~bl; +http://www.semrush.com/bot.html)"
2015-11-18 16:19:36 46.229.164.99   browse   danmaku.us Acfun2.1056 "" "Mozilla/5.0 (compatible; SemrushBot/0.99~bl; +http://www.semrush.com/bot.html)"
2015-11-18 16:26:48 68.180.228.235  browse   danmaku.us Acfun2.1182 "" "Mozilla/5.0 (compatible; Yahoo! Slurp; http://help.yahoo.com/help/us/ysearch/slurp)"
2015-11-18 16:29:09 46.229.164.102  diff     danmaku.us Acfun2.1047 "" "Mozilla/5.0 (compatible; SemrushBot/0.99~bl; +http://www.semrush.com/bot.html)"
2015-11-18 16:29:25 46.229.164.99   edit     danmaku.us Acfun2.1061 "" "Mozilla/5.0 (compatible; SemrushBot/0.99~bl; +http://www.semrush.com/bot.html)"
2015-11-18 16:31:38 46.229.164.102  browse   danmaku.us Acfun2.1140 "" "Mozilla/5.0 (compatible; SemrushBot/0.99~bl; +http://www.semrush.com/bot.html)"
2015-11-18 16:32:47 46.229.164.102  login    danmaku.us Cookbook.Cookbook "" "Mozilla/5.0 (compatible; SemrushBot/0.99~bl; +http://www.semrush.com/bot.html)"
2015-11-18 16:34:09 46.229.164.102  diff     danmaku.us Bilibili2.1100 "" "Mozilla/5.0 (compatible; SemrushBot/0.99~bl; +http://www.semrush.com/bot.html)"
2015-11-18 16:35:27 46.229.164.102  diff     danmaku.us Site.AuthForm "" "Mozilla/5.0 (compatible; SemrushBot/0.99~bl; +http://www.semrush.com/bot.html)"
2015-11-18 16:36:43 46.229.164.102  diff     danmaku.us Bilibili2.1060 "" "Mozilla/5.0 (compatible; SemrushBot/0.99~bl; +http://www.semrush.com/bot.html)"
2015-11-18 16:39:16 46.229.164.102  edit     danmaku.us Acfun2.1107 "" "Mozilla/5.0 (compatible; SemrushBot/0.99~bl; +http://www.semrush.com/bot.html)"
2015-11-18 16:39:21 46.229.164.99   browse   danmaku.us Main.HomePage "" "Mozilla/5.0 (compatible; SemrushBot/0.99~bl; +http://www.semrush.com/bot.html)"
2015-11-18 16:40:23 46.229.164.102  print    danmaku.us Main.Retake "" "Mozilla/5.0 (compatible; SemrushBot/0.99~bl; +http://www.semrush.com/bot.html)"
2015-11-18 16:42:02 46.229.164.102  edit     danmaku.us Acfun2.1053 "" "Mozilla/5.0 (compatible; SemrushBot/0.99~bl; +http://www.semrush.com/bot.html)"
2015-11-18 16:43:33 46.229.164.102  diff     danmaku.us Acfun2.1199 "" "Mozilla/5.0 (compatible; SemrushBot/0.99~bl; +http://www.semrush.com/bot.html)"
2015-11-18 16:44:50 46.229.164.99   login    danmaku.us Acfun2.1002 "" "Mozilla/5.0 (compatible; SemrushBot/0.99~bl; +http://www.semrush.com/bot.html)"
2015-11-18 16:45:11 27.203.235.7    browse   danmaku.us Main.HomePage "http://danmaku.us/uploads/Main" "Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.1; WOW64; Trident/5.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; .NET4.0C; .NET4.0E)"
2015-11-18 16:45:12 27.203.235.7    browse   danmaku.us Main.HomePage "http://danmaku.us/uploads/Main" "Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.1; WOW64; Trident/5.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; .NET4.0C; .NET4.0E)"
2015-11-18 16:45:29 46.229.164.102  edit     danmaku.us Acfun2.1069 "" "Mozilla/5.0 (compatible; SemrushBot/0.99~bl; +http://www.semrush.com/bot.html)"
2015-11-18 16:46:56 46.229.164.102  edit     danmaku.us Acfun2.1187 "" "Mozilla/5.0 (compatible; SemrushBot/0.99~bl; +http://www.semrush.com/bot.html)"
2015-11-18 16:48:02 46.229.164.102  print    danmaku.us Acfun2.1085 "" "Mozilla/5.0 (compatible; SemrushBot/0.99~bl; +http://www.semrush.com/bot.html)"
2015-11-18 16:50:23 46.229.164.99   edit     danmaku.us Bilibili2.1001 "" "Mozilla/5.0 (compatible; SemrushBot/0.99~bl; +http://www.semrush.com/bot.html)"
2015-11-18 16:50:52 46.229.164.102  browse   danmaku.us Category.Spam "" "Mozilla/5.0 (compatible; SemrushBot/0.99~bl; +http://www.semrush.com/bot.html)"
2015-11-18 16:52:10 46.229.164.102  diff     danmaku.us Acfun2.1035 "" "Mozilla/5.0 (compatible; SemrushBot/0.99~bl; +http://www.semrush.com/bot.html)"
2015-11-18 16:53:19 46.229.164.102  diff     danmaku.us Acfun2.1155 "" "Mozilla/5.0 (compatible; SemrushBot/0.99~bl; +http://www.semrush.com/bot.html)"
2015-11-18 16:54:48 46.229.164.102  print    danmaku.us Acfun2.1163 "" "Mozilla/5.0 (compatible; SemrushBot/0.99~bl; +http://www.semrush.com/bot.html)"
2015-11-18 16:55:54 46.229.164.102  diff     danmaku.us Site.SideBar "" "Mozilla/5.0 (compatible; SemrushBot/0.99~bl; +http://www.semrush.com/bot.html)"
2015-11-18 16:57:19 46.229.164.102  edit     danmaku.us Bilibili2.1026 "" "Mozilla/5.0 (compatible; SemrushBot/0.99~bl; +http://www.semrush.com/bot.html)"
2015-11-18 16:58:21 46.229.164.102  edit     danmaku.us Site.SideBar "" "Mozilla/5.0 (compatible; SemrushBot/0.99~bl; +http://www.semrush.com/bot.html)"
2015-11-18 16:59:50 46.229.164.102  browse   danmaku.us PmWiki.AvailableActions "" "Mozilla/5.0 (compatible; SemrushBot/0.99~bl; +http://www.semrush.com/bot.html)"
2015-11-18 17:01:13 46.229.164.102  browse   danmaku.us Acfun2.1061 "" "Mozilla/5.0 (compatible; SemrushBot/0.99~bl; +http://www.semrush.com/bot.html)"
2015-11-18 17:02:15 46.229.164.102  diff     danmaku.us Acfun2.1059 "" "Mozilla/5.0 (compatible; SemrushBot/0.99~bl; +http://www.semrush.com/bot.html)"
2015-11-18 17:03:39 46.229.164.102  diff     danmaku.us Acfun2.1094 "" "Mozilla/5.0 (compatible; SemrushBot/0.99~bl; +http://www.semrush.com/bot.html)"
2015-11-18 17:07:29 46.229.164.102  diff     danmaku.us Acfun2.1060 "" "Mozilla/5.0 (compatible; SemrushBot/0.99~bl; +http://www.semrush.com/bot.html)"
2015-11-18 17:08:56 46.229.164.98   diff     danmaku.us Acfun2.1100 "" "Mozilla/5.0 (compatible; SemrushBot/0.99~bl; +http://www.semrush.com/bot.html)"
2015-11-18 17:09:11 46.229.164.102  login    danmaku.us DMR.B10000 "" "Mozilla/5.0 (compatible; SemrushBot/0.99~bl; +http://www.semrush.com/bot.html)"
2015-11-18 17:09:52 46.229.164.98   browse   danmaku.us Acfun2.1146 "" "Mozilla/5.0 (compatible; SemrushBot/0.99~bl; +http://www.semrush.com/bot.html)"
2015-11-18 17:10:35 46.229.164.102  browse   danmaku.us Acfun2.1024 "" "Mozilla/5.0 (compatible; SemrushBot/0.99~bl; +http://www.semrush.com/bot.html)"
2015-11-18 17:11:22 46.229.164.102  browse   danmaku.us Main.HomePage "" "Mozilla/5.0 (compatible; SemrushBot/0.99~bl; +http://www.semrush.com/bot.html)"
2015-11-18 17:12:10 46.229.164.102  edit     danmaku.us DMF.Basic "" "Mozilla/5.0 (compatible; SemrushBot/0.99~bl; +http://www.semrush.com/bot.html)"
2015-11-18 17:12:55 46.229.164.102  diff     danmaku.us Profiles.Profiles "" "Mozilla/5.0 (compatible; SemrushBot/0.99~bl; +http://www.semrush.com/bot.html)"
2015-11-18 17:13:22 46.229.164.102  diff     danmaku.us Bilibili2.1016 "" "Mozilla/5.0 (compatible; SemrushBot/0.99~bl; +http://www.semrush.com/bot.html)"
2015-11-18 17:14:30 46.229.164.98   edit     danmaku.us Acfun2.HomePage "" "Mozilla/5.0 (compatible; SemrushBot/0.99~bl; +http://www.semrush.com/bot.html)"
2015-11-18 17:15:09 46.229.164.102  diff     danmaku.us PmWiki.RefCount "" "Mozilla/5.0 (compatible; SemrushBot/0.99~bl; +http://www.semrush.com/bot.html)"
2015-11-18 17:16:15 46.229.164.98   print    danmaku.us Bilibili2.1017 "" "Mozilla/5.0 (compatible; SemrushBot/0.99~bl; +http://www.semrush.com/bot.html)"
2015-11-18 17:17:08 46.229.164.102  diff     danmaku.us Acfun2.1058 "" "Mozilla/5.0 (compatible; SemrushBot/0.99~bl; +http://www.semrush.com/bot.html)"
2015-11-18 17:17:50 46.229.164.98   browse   danmaku.us Acfun2.1140 "" "Mozilla/5.0 (compatible; SemrushBot/0.99~bl; +http://www.semrush.com/bot.html)"
2015-11-18 17:18:45 46.229.164.102  edit     danmaku.us Acfun2.1181 "" "Mozilla/5.0 (compatible; SemrushBot/0.99~bl; +http://www.semrush.com/bot.html)"
2015-11-18 17:19:49 46.229.164.102  diff     danmaku.us Acfun2.1138 "" "Mozilla/5.0 (compatible; SemrushBot/0.99~bl; +http://www.semrush.com/bot.html)"
2015-11-18 17:20:53 46.229.164.98   diff     danmaku.us Category.Category "" "Mozilla/5.0 (compatible; SemrushBot/0.99~bl; +http://www.semrush.com/bot.html)"
2015-11-18 17:21:37 46.229.164.102  browse   danmaku.us Main.HomePage "" "Mozilla/5.0 (compatible; SemrushBot/0.99~bl; +http://www.semrush.com/bot.html)"
2015-11-18 17:22:33 46.229.164.102  diff     danmaku.us Acfun2.1138 "" "Mozilla/5.0 (compatible; SemrushBot/0.99~bl; +http://www.semrush.com/bot.html)"
2015-11-18 17:23:39 46.229.164.102  browse   danmaku.us Acfun2.1004 "" "Mozilla/5.0 (compatible; SemrushBot/0.99~bl; +http://www.semrush.com/bot.html)"
2015-11-18 17:24:37 46.229.164.98   edit     danmaku.us Acfun2.1116 "" "Mozilla/5.0 (compatible; SemrushBot/0.99~bl; +http://www.semrush.com/bot.html)"
